665;483
196;626
209;432
556;435
65;293
337;320
861;230
837;312
0;0
759;430
703;447
291;600
175;215
596;327
651;322
536;292
494;351
685;359
590;535
896;178
821;312
888;227
676;255
538;221
605;486
560;360
248;165
480;312
97;303
875;211
843;283
320;418
845;226
803;393
419;181
713;308
474;428
79;164
805;291
885;241
758;435
44;228
651;410
458;543
228;295
855;188
807;357
93;113
734;350
600;255
341;298
