866,1026
1050,1090
774,944
820,948
472,750
614,770
486,506
614,646
0,0
1046,1202
920,1026
1270,1296
428,512
594,704
588,688
520,628
678,780
806,856
992,1090
280,352
612,638
450,472
468,558
324,496
916,1032
658,792
258,400
548,646
504,648
388,428
570,602
800,970
440,498
770,830
280,396
576,662
802,912
332,460
532,600
480,496
854,918
416,516
802,858
960,1082
593,736
364,420
682,750
190,310
644,722
422,536
436,590
