1274,1388
190,396
366,504
1046,1164
106,188
558,772
1716,1754
1672,1684
0,0
1512,1580
1402,1520
668,698
334,508
1154,1268
1270,1348
992,1128
794,1010
1220,1400
1082,1146
1766,1830
1604,1644
1714,1768
1296,1396
976,1070
1188,1276
1042,1166
464,762
786,970
210,372
1734,1766
1690,1712
546,720
1538,1698
1492,1670
766,952
1360,1488
858,1030
122,316
1512,1652
1768,1780
1502,1586
750,962
1218,1400
734,1054
394,534
1692,1722
1538,1660
212,360
1464,1532
1142,1240
526,720
